trade_date_year_mo,delivery_year_mo,weighted_avg_price,total_transacted_quantity
2017-11,2020-02,,
2017-12,2020-02,,
2018-01,2020-02,,
2018-02,2020-02,,
2018-03,2020-02,2.95573566084788,802.0
2018-04,2020-02,2.0237246230455828,287.17
2018-05,2020-02,2.872117245290965,273.9999
2018-06,2020-02,2.9873417721518987,474.0
2018-07,2020-02,2.652857142857143,350.0
2018-08,2020-02,4.071428571428571,175.0
2018-09,2020-02,2.5,50.0
2018-10,2020-02,4.026595744680851,94.0
2018-11,2020-02,3.6278082191780823,219.0
2018-12,2020-02,,
2019-01,2020-02,4.260504201680672,119.0
2019-02,2020-02,2.645987963891675,997.0
2019-03,2020-02,4.47353240604976,949.7501
2019-04,2020-02,3.9715847209472366,638.1338000000001
2019-05,2020-02,3.8657939925228826,387.85
2019-06,2020-02,4.783526011560693,692.0
2019-07,2020-02,4.837172212410068,466.2585
2019-08,2020-02,5.742773635320105,1036.69
2019-09,2020-02,4.204779625904138,1162.6003999999998
2019-10,2020-02,3.5444112393392655,3073.1585000000005
2019-11,2020-02,2.9977973568281935,90.80000000000001
2019-12,2020-02,2.3904971231121928,121.0002
2020-01,2020-02,5.327844910403773,339.3
2020-02,2020-02,3.626817679895593,2471.1000000000004
2020-03,2020-02,,
2020-04,2020-02,,
2020-05,2020-02,,
2020-06,2020-02,,
2020-07,2020-02,,
2020-08,2020-02,,
2020-09,2020-02,,
2020-10,2020-02,,
2020-11,2020-02,,
2020-12,2020-02,,
2021-01,2020-02,,
2021-02,2020-02,,
2021-03,2020-02,,
2021-04,2020-02,,
2021-05,2020-02,,
2021-06,2020-02,,
2021-07,2020-02,,
2021-08,2020-02,,
2021-09,2020-02,,
2021-10,2020-02,,
2021-11,2020-02,,
2021-12,2020-02,,
2022-01,2020-02,,
2022-02,2020-02,,
2022-03,2020-02,,
2022-04,2020-02,,
2022-05,2020-02,,
2022-06,2020-02,,
2022-07,2020-02,,
2022-08,2020-02,,
2022-09,2020-02,,
2022-10,2020-02,,
2022-11,2020-02,,
2022-12,2020-02,,
2023-01,2020-02,,
2023-02,2020-02,,
2023-03,2020-02,,
2023-04,2020-02,,
2023-05,2020-02,,
2023-06,2020-02,,
2023-07,2020-02,,
2023-08,2020-02,,
2023-09,2020-02,,
2023-10,2020-02,,
2023-11,2020-02,,
2023-12,2020-02,,
2024-01,2020-02,,
2024-02,2020-02,,
2024-03,2020-02,,
2024-04,2020-02,,
2024-05,2020-02,,
2024-06,2020-02,,
2024-07,2020-02,,
2024-08,2020-02,,
2024-09,2020-02,,
2024-10,2020-02,,
2024-11,2020-02,,
2024-12,2020-02,,
2013-01,2020-03,,
2013-02,2020-03,,
2013-03,2020-03,,
2013-04,2020-03,,
2013-05,2020-03,,
2013-06,2020-03,,
2013-07,2020-03,1.6,20.0
2013-08,2020-03,,
2013-09,2020-03,,
2013-10,2020-03,,
2013-11,2020-03,,
2013-12,2020-03,3.4804172099087354,230.10000000000002
2014-01,2020-03,,
2014-02,2020-03,,
2014-03,2020-03,,
2014-04,2020-03,0.5794412761596369,132.3604
2014-05,2020-03,6.02751572327044,636.0
2014-06,2020-03,,
2014-07,2020-03,,
2014-08,2020-03,,
2014-09,2020-03,,
2014-10,2020-03,3.3333333,64.0
2014-11,2020-03,,
2014-12,2020-03,,
2015-01,2020-03,4.150000000000001,230.0
2015-02,2020-03,,
2015-03,2020-03,,
2015-04,2020-03,4.15,20.0
2015-05,2020-03,,
2015-06,2020-03,9.67,527.5
2015-07,2020-03,6.12,121.0
2015-08,2020-03,,
2015-09,2020-03,,
2015-10,2020-03,6.12,37.0
2015-11,2020-03,,
2015-12,2020-03,,
2016-01,2020-03,,
2016-02,2020-03,,
2016-03,2020-03,,
2016-04,2020-03,,
2016-05,2020-03,,
2016-06,2020-03,,
2016-07,2020-03,,
2016-08,2020-03,,
2016-09,2020-03,,
2016-10,2020-03,3.714615384615385,585.0
2016-11,2020-03,,
2016-12,2020-03,,
2017-01,2020-03,,
2017-02,2020-03,,
2017-03,2020-03,,
2017-04,2020-03,,
2017-05,2020-03,,
2017-06,2020-03,,
2017-07,2020-03,,
2017-08,2020-03,,
2017-09,2020-03,2.07,150.0
2017-10,2020-03,2.874383561643836,73.0
2017-11,2020-03,,
2017-12,2020-03,,
2018-01,2020-03,,
2018-02,2020-03,,
2018-03,2020-03,2.95573566084788,802.0
2018-04,2020-03,1.9461648187771514,308.46
2018-05,2020-03,2.872177602584107,273.9825
2018-06,2020-03,2.9873417721518987,474.0
2018-07,2020-03,2.652857142857143,350.0
2018-08,2020-03,4.071428571428571,175.0
2018-09,2020-03,2.5,50.0
2018-10,2020-03,4.026595744680851,94.0
2018-11,2020-03,3.6278082191780823,219.0
2018-12,2020-03,,
2019-01,2020-03,4.0,150.0
2019-02,2020-03,2.645987963891675,997.0
2019-03,2020-03,4.473250864591647,939.75
2019-04,2020-03,3.9069847054153266,672.591
2019-05,2020-03,3.8430436007288975,416.08020000000005
2019-06,2020-03,4.783526011560693,692.0
2019-07,2020-03,4.824711194204012,461.9194
2019-08,2020-03,5.704555158089083,1039.92
2019-09,2020-03,4.5447915479473915,877.4200000000001
2019-10,2020-03,1.5925471827682853,7043.020600000001
2019-11,2020-03,4.639107611548557,38.099999999999994
2019-12,2020-03,2.377479807628845,119.99719999999999
2020-01,2020-03,4.708301675977653,179.0
2020-02,2020-03,5.029729913249212,126.8
2020-03,2020-03,3.4595476235128624,2580.46
2020-04,2020-03,,
2020-05,2020-03,,
2020-06,2020-03,,
2020-07,2020-03,,
2020-08,2020-03,,
2020-09,2020-03,,
2020-10,2020-03,,
2020-11,2020-03,,
2020-12,2020-03,,
2021-01,2020-03,,
2021-02,2020-03,,
2021-03,2020-03,,
2021-04,2020-03,,
2021-05,2020-03,,
2021-06,2020-03,,
2021-07,2020-03,,
2021-08,2020-03,,
2021-09,2020-03,,
2021-10,2020-03,,
2021-11,2020-03,,
2021-12,2020-03,,
2022-01,2020-03,,
2022-02,2020-03,,
2022-03,2020-03,,
2022-04,2020-03,,
2022-05,2020-03,,
2022-06,2020-03,,
2022-07,2020-03,,
2022-08,2020-03,,
2022-09,2020-03,,
2022-10,2020-03,,
2022-11,2020-03,,
2022-12,2020-03,,
2023-01,2020-03,,
2023-02,2020-03,,
2023-03,2020-03,,
2023-04,2020-03,,
2023-05,2020-03,,
2023-06,2020-03,,
2023-07,2020-03,,
2023-08,2020-03,,
2023-09,2020-03,,
2023-10,2020-03,,
2023-11,2020-03,,
2023-12,2020-03,,
2024-01,2020-03,,
2024-02,2020-03,,
2024-03,2020-03,,
2024-04,2020-03,,
2024-05,2020-03,,
2024-06,2020-03,,
2024-07,2020-03,,
2024-08,2020-03,,
2024-09,2020-03,,
2024-10,2020-03,,
2024-11,2020-03,,
2024-12,2020-03,,
2013-01,2022-10,,
2013-02,2022-10,,
2013-03,2022-10,,
2013-04,2022-10,,
2013-05,2022-10,,
2013-06,2022-10,,
2013-07,2022-10,,
2013-08,2022-10,,
2013-09,2022-10,,
2013-10,2022-10,,
2013-11,2022-10,,
2013-12,2022-10,,
2014-01,2022-10,,
2014-02,2022-10,,
2014-03,2022-10,,
2014-04,2022-10,,
2014-05,2022-10,,
2014-06,2022-10,,
2014-07,2022-10,,
2014-08,2022-10,,
2014-09,2022-10,,
2014-10,2022-10,,
2014-11,2022-10,,
2014-12,2022-10,,
2015-01,2022-10,,
2015-02,2022-10,,
2015-03,2022-10,,
2015-04,2022-10,,
2015-05,2022-10,,
2015-06,2022-10,11.514978,527.5
2015-07,2022-10,,
2015-08,2022-10,,
2015-09,2022-10,,
2015-10,2022-10,6.39,133.0
2015-11,2022-10,,
2015-12,2022-10,,
2016-01,2022-10,,
2016-02,2022-10,,
2016-03,2022-10,,
2016-04,2022-10,,
2016-05,2022-10,,
2016-06,2022-10,,
2016-07,2022-10,,
2016-08,2022-10,,
2016-09,2022-10,13.23,15.0
2016-10,2022-10,,
2016-11,2022-10,,
2016-12,2022-10,,
2017-01,2022-10,,
2017-02,2022-10,,
2017-03,2022-10,,
2017-04,2022-10,,
2017-05,2022-10,,
2017-06,2022-10,,
2017-07,2022-10,,
2017-08,2022-10,,
2017-09,2022-10,,
2017-10,2022-10,,
2017-11,2022-10,6.55,50.0
2017-12,2022-10,,
2018-01,2022-10,,
2018-02,2022-10,,
2018-03,2022-10,,
2018-04,2022-10,6.0,50.0
2018-05,2022-10,,
2018-06,2022-10,,
2018-07,2022-10,,
2018-08,2022-10,,
2018-09,2022-10,,
2018-10,2022-10,,
2018-11,2022-10,,
2018-12,2022-10,,
2019-01,2022-10,,
2019-02,2022-10,,
2019-03,2022-10,,
2019-04,2022-10,5.5,85.72
2019-05,2022-10,5.006317689530686,277.0
2019-06,2022-10,5.395348837209302,430.0
2019-07,2022-10,5.784554973821989,191.0
2019-08,2022-10,6.245138162197515,1223.2
2019-09,2022-10,6.079828326180257,233.0
2019-10,2022-10,8.480860091962112,685.9999
2019-11,2022-10,6.426961288112368,583.8
2019-12,2022-10,,
2020-01,2022-10,6.837154362416107,149.0
2020-02,2022-10,6.076739495427032,905.3199999999999
2020-03,2022-10,6.846857597454256,125.7
2020-04,2022-10,6.715449507213254,350.05
2020-05,2022-10,6.520447798253286,203.7882
2020-06,2022-10,6.7675,600.0
2020-07,2022-10,6.5581226387677996,172.05
2020-08,2022-10,7.761650627615062,717.0
2020-09,2022-10,6.595856695068651,453.02
2020-10,2022-10,7.678854113419542,1185.51
2020-11,2022-10,6.619799083317636,159.27
2020-12,2022-10,7.895873663482405,303.681
2021-01,2022-10,9.231290872903042,351.7
2021-02,2022-10,7.354166666666667,240.0
2021-03,2022-10,8.10489094874591,91.69999999999999
2021-04,2022-10,7.795219771762792,454.79
2021-05,2022-10,7.904411764705882,68.0
2021-06,2022-10,8.019544488574772,218.99779999999998
2021-07,2022-10,7.475615185888908,386.3059999999999
2021-08,2022-10,6.8533409350057015,219.25
2021-09,2022-10,9.067143840505814,392.23999999999995
2021-10,2022-10,8.608761576495839,836.8357000000001
2021-11,2022-10,8.947052631578948,95.0
2021-12,2022-10,6.674519594594593,888.0
2022-01,2022-10,8.349661281917665,57.57
2022-02,2022-10,11.058616647127785,34.12
2022-03,2022-10,,
2022-04,2022-10,11.247065101387408,37.48
2022-05,2022-10,10.421823076923078,117.0
2022-06,2022-10,10.845026913175754,42.730000000000004
2022-07,2022-10,10.214558711032865,136.6055
2022-08,2022-10,6.5,2.62
2022-09,2022-10,9.5,11.44
2022-10,2022-10,8.647980197091497,496.338
2022-11,2022-10,,
2022-12,2022-10,,
2023-01,2022-10,,
2023-02,2022-10,,
2023-03,2022-10,,
2023-04,2022-10,,
2023-05,2022-10,,
2023-06,2022-10,,
2023-07,2022-10,,
2023-08,2022-10,,
2023-09,2022-10,,
2023-10,2022-10,,
2023-11,2022-10,,
2023-12,2022-10,,
2024-01,2022-10,,
2024-02,2022-10,,
2024-03,2022-10,,
2024-04,2022-10,,
2024-05,2022-10,,
2024-06,2022-10,,
2024-07,2022-10,,
2024-08,2022-10,,
2024-09,2022-10,,
2024-10,2022-10,,
2024-11,2022-10,,
2024-12,2022-10,,
2013-01,2022-11,,
2013-02,2022-11,,
2013-03,2022-11,,
2013-04,2022-11,,
2013-05,2022-11,,
2013-06,2022-11,,
2013-07,2022-11,,
2013-08,2022-11,,
2013-09,2022-11,,
2013-10,2022-11,,
2013-11,2022-11,,
2013-12,2022-11,,
2014-01,2022-11,,
2014-02,2022-11,,
2014-03,2022-11,,
2014-04,2022-11,,
2014-05,2022-11,,
2014-06,2022-11,,
2014-07,2022-11,,
2014-08,2022-11,,
2014-09,2022-11,,
2014-10,2022-11,,
2014-11,2022-11,,
2014-12,2022-11,,
2015-01,2022-11,,
2015-02,2022-11,,
2015-03,2022-11,,
2015-04,2022-11,,
2015-05,2022-11,,
2015-06,2022-11,11.4463,527.5
2015-07,2022-11,,
2015-08,2022-11,,
2015-09,2022-11,,
2015-10,2022-11,6.39,131.0
2015-11,2022-11,,
2015-12,2022-11,,
2016-01,2022-11,,
2016-02,2022-11,,
2016-03,2022-11,,
2016-04,2022-11,,
2016-05,2022-11,,
2016-06,2022-11,,
2016-07,2022-11,,
2016-08,2022-11,,
2016-09,2022-11,13.23,15.0
2016-10,2022-11,,
2016-11,2022-11,,
2016-12,2022-11,,
2017-01,2022-11,,
2017-02,2022-11,,
2017-03,2022-11,,
2017-04,2022-11,,
2017-05,2022-11,,
2017-06,2022-11,,
2017-07,2022-11,,
2017-08,2022-11,,
2017-09,2022-11,,
2017-10,2022-11,,
2017-11,2022-11,6.55,50.0
2017-12,2022-11,,
2018-01,2022-11,,
2018-02,2022-11,,
2018-03,2022-11,,
2018-04,2022-11,6.0,50.0
2018-05,2022-11,,
2018-06,2022-11,,
2018-07,2022-11,,
2018-08,2022-11,,
2018-09,2022-11,,
2018-10,2022-11,,
2018-11,2022-11,,
2018-12,2022-11,,
2019-01,2022-11,,
2019-02,2022-11,,
2019-03,2022-11,,
2019-04,2022-11,,
2019-05,2022-11,5.006317689530686,277.0
2019-06,2022-11,5.395348837209302,430.0
2019-07,2022-11,5.901867219917012,241.0
2019-08,2022-11,6.263651136727507,1249.2
2019-09,2022-11,5.986818181818181,220.0
2019-10,2022-11,11.467890602533638,1321.42
2019-11,2022-11,6.428491251238033,605.8
2019-12,2022-11,,
2020-01,2022-11,6.837154362416107,149.0
2020-02,2022-11,6.075520831035928,906.8199999999999
2020-03,2022-11,6.846857597454256,125.7
2020-04,2022-11,6.662886327196329,361.74
2020-05,2022-11,6.5,200.0
2020-06,2022-11,6.7675,600.0
2020-07,2022-11,6.5581226387677996,172.05
2020-08,2022-11,6.834036496756773,718.42
2020-09,2022-11,6.609743784605364,460.55
2020-10,2022-11,7.412616663638016,1100.6
2020-11,2022-11,6.5628143642531285,170.98
2020-12,2022-11,7.766886923562855,316.6
2021-01,2022-11,7.023525037183937,201.7
2021-02,2022-11,7.354166666666667,240.0
2021-03,2022-11,8.074474069074135,88.89
2021-04,2022-11,7.778110544546999,464.79
2021-05,2022-11,7.904411764705882,68.0
2021-06,2022-11,6.493717277486911,191.0
2021-07,2022-11,7.3941832564271595,379.24999999999994
2021-08,2022-11,6.877492020063839,219.3
2021-09,2022-11,8.235117051411454,307.13
2021-10,2022-11,8.739037728800897,669.25
2021-11,2022-11,8.890196078431373,51.0
2021-12,2022-11,7.519410644731478,860.8389999999999
2022-01,2022-11,8.144891455885281,50.21
2022-02,2022-11,10.77960057061341,28.04
2022-03,2022-11,,
2022-04,2022-11,12.626436781609195,3.48
2022-05,2022-11,9.384615384615385,13.0
2022-06,2022-11,7.25,8.0
2022-07,2022-11,6.759325616507298,59.61
2022-08,2022-11,,
2022-09,2022-11,9.5,13.63
2022-10,2022-11,,
2022-11,2022-11,8.514460757681258,496.338
2022-12,2022-11,,
2023-01,2022-11,,
2023-02,2022-11,,
2023-03,2022-11,,
2023-04,2022-11,,
2023-05,2022-11,,
2023-06,2022-11,,
2023-07,2022-11,,
2023-08,2022-11,,
2023-09,2022-11,,
2023-10,2022-11,,
2023-11,2022-11,,
2023-12,2022-11,,
2024-01,2022-11,,
2024-02,2022-11,,
2024-03,2022-11,,
2024-04,2022-11,,
2024-05,2022-11,,
2024-06,2022-11,,
2024-07,2022-11,,
2024-08,2022-11,,
2024-09,2022-11,,
2024-10,2022-11,,
2024-11,2022-11,,
2024-12,2022-11,,
2013-01,2022-12,,
2013-02,2022-12,,
2013-03,2022-12,,
2013-04,2022-12,,
2013-05,2022-12,,
2013-06,2022-12,,
2013-07,2022-12,,
2013-08,2022-12,,
2013-09,2022-12,,
2013-10,2022-12,,
2013-11,2022-12,,
2013-12,2022-12,,
2014-01,2022-12,,
2014-02,2022-12,,
2014-03,2022-12,,
2014-04,2022-12,,
2014-05,2022-12,,
2014-06,2022-12,,
2014-07,2022-12,,
2014-08,2022-12,,
2014-09,2022-12,,
2014-10,2022-12,,
2014-11,2022-12,,
2014-12,2022-12,,
2015-01,2022-12,,
2015-02,2022-12,,
2015-03,2022-12,,
2015-04,2022-12,,
2015-05,2022-12,,
2015-06,2022-12,12.575687,527.5
2015-07,2022-12,,
2015-08,2022-12,,
2015-09,2022-12,,
2015-10,2022-12,6.39,128.0
2015-11,2022-12,,
2015-12,2022-12,,
2016-01,2022-12,,
2016-02,2022-12,,
2016-03,2022-12,,
2016-04,2022-12,,
2016-05,2022-12,,
2016-06,2022-12,,
2016-07,2022-12,,
2016-08,2022-12,,
2016-09,2022-12,13.23,15.0
2016-10,2022-12,,
2016-11,2022-12,,
2016-12,2022-12,,
2017-01,2022-12,,
2017-02,2022-12,,
2017-03,2022-12,,
2017-04,2022-12,,
2017-05,2022-12,,
2017-06,2022-12,,
2017-07,2022-12,,
2017-08,2022-12,,
2017-09,2022-12,,
2017-10,2022-12,,
2017-11,2022-12,6.68,50.0
2017-12,2022-12,,
2018-01,2022-12,,
2018-02,2022-12,,
2018-03,2022-12,,
2018-04,2022-12,6.0,50.0
2018-05,2022-12,,
2018-06,2022-12,,
2018-07,2022-12,,
2018-08,2022-12,,
2018-09,2022-12,,
2018-10,2022-12,,
2018-11,2022-12,,
2018-12,2022-12,,
2019-01,2022-12,,
2019-02,2022-12,,
2019-03,2022-12,,
2019-04,2022-12,,
2019-05,2022-12,5.006317689530686,277.0
2019-06,2022-12,5.395348837209302,430.0
2019-07,2022-12,5.901867219917012,241.0
2019-08,2022-12,6.263651136727506,1249.2
2019-09,2022-12,5.9822727272727265,220.0
2019-10,2022-12,8.600564310723039,673.4499000000001
2019-11,2022-12,6.4263123142951475,605.8
2019-12,2022-12,,
2020-01,2022-12,6.837154362416107,149.0
2020-02,2022-12,6.071945130315501,911.25
2020-03,2022-12,6.846857597454256,125.7
2020-04,2022-12,6.661934798211229,362.26
2020-05,2022-12,6.5,200.0
2020-06,2022-12,6.7675,600.0
2020-07,2022-12,6.5581226387677996,172.05
2020-08,2022-12,8.409705825026451,718.28
2020-09,2022-12,6.608979914631768,461.53
2020-10,2022-12,7.37757661012065,1318.69
2020-11,2022-12,6.552602232633467,172.89
2020-12,2022-12,7.684019131301802,320.94
2021-01,2022-12,7.023525037183937,201.7
2021-02,2022-12,7.354166666666667,240.0
2021-03,2022-12,7.951690015565933,89.94
2021-04,2022-12,7.779094827586207,464.0
2021-05,2022-12,7.904411764705882,68.0
2021-06,2022-12,6.501587301587302,189.0
2021-07,2022-12,7.305743977326405,529.25
2021-08,2022-12,6.901511946014955,219.32
2021-09,2022-12,8.22008223792853,302.78
2021-10,2022-12,8.561001303522344,705.78
2021-11,2022-12,8.890196078431373,51.0
2021-12,2022-12,7.528778944900353,853.0
2022-01,2022-12,8.117457527826597,51.21
2022-02,2022-12,11.000000000000002,20.22
2022-03,2022-12,9.5,2.6
2022-04,2022-12,10.5,2.0
2022-05,2022-12,8.66675,12.0
2022-06,2022-12,7.25,8.0
2022-07,2022-12,6.759325616507298,59.61
2022-08,2022-12,,
2022-09,2022-12,9.1617050067659,14.78
2022-10,2022-12,,
2022-11,2022-12,,
2022-12,2022-12,9.3479140745903,496.338
2023-01,2022-12,,
2023-02,2022-12,,
2023-03,2022-12,,
2023-04,2022-12,,
2023-05,2022-12,,
2023-06,2022-12,,
2023-07,2022-12,,
2023-08,2022-12,,
2023-09,2022-12,,
2023-10,2022-12,,
2023-11,2022-12,,
2023-12,2022-12,,
2024-01,2022-12,,
2024-02,2022-12,,
2024-03,2022-12,,
2024-04,2022-12,,
2024-05,2022-12,,
2024-06,2022-12,,
2024-07,2022-12,,
2024-08,2022-12,,
2024-09,2022-12,,
2024-10,2022-12,,
2024-11,2022-12,,
2024-12,2022-12,,
2013-01,2023-04,,
2013-02,2023-04,,
2013-03,2023-04,,
2013-04,2023-04,,
2013-05,2023-04,,
2013-06,2023-04,,
2013-07,2023-04,,
2013-08,2023-04,,
2013-09,2023-04,,
2013-10,2023-04,,
2013-11,2023-04,,
2013-12,2023-04,,
2014-01,2023-04,,
2014-02,2023-04,,
2014-03,2023-04,,
2014-04,2023-04,,
2014-05,2023-04,,
2014-06,2023-04,,
2014-07,2023-04,,
2014-08,2023-04,,
2014-09,2023-04,,
2014-10,2023-04,3.3333333,96.0
2014-11,2023-04,,
2014-12,2023-04,,
2015-01,2023-04,,
2015-02,2023-04,,
2015-03,2023-04,,
2015-04,2023-04,,
2015-05,2023-04,,
2015-06,2023-04,11.028774,1055.0
2015-07,2023-04,,
2015-08,2023-04,,
2015-09,2023-04,,
2015-10,2023-04,,
2015-11,2023-04,,
2015-12,2023-04,,
2016-01,2023-04,,
2016-02,2023-04,,
2016-03,2023-04,,
2016-04,2023-04,,
2016-05,2023-04,,
2016-06,2023-04,,
2016-07,2023-04,,
2016-08,2023-04,,
2016-09,2023-04,13.229999999999999,30.0
2016-10,2023-04,,
2016-11,2023-04,,
2016-12,2023-04,,
2017-01,2023-04,,
2017-02,2023-04,,
2017-03,2023-04,,
2017-04,2023-04,,
2017-05,2023-04,,
2017-06,2023-04,,
2017-07,2023-04,,
2017-08,2023-04,,
2017-09,2023-04,,
2017-10,2023-04,,
2017-11,2023-04,6.55,100.0
2017-12,2023-04,,
2018-01,2023-04,,
2018-02,2023-04,,
2018-03,2023-04,3.25,660.0
2018-04,2023-04,6.0,150.0
2018-05,2023-04,3.25,50.0
2018-06,2023-04,,
2018-07,2023-04,,
2018-08,2023-04,,
2018-09,2023-04,,
2018-10,2023-04,,
2018-11,2023-04,,
2018-12,2023-04,,
2019-01,2023-04,,
2019-02,2023-04,,
2019-03,2023-04,,
2019-04,2023-04,10.21,20.0
2019-05,2023-04,3.84,1950.0
2019-06,2023-04,,
2019-07,2023-04,,
2019-08,2023-04,6.0,334.0
2019-09,2023-04,,
2019-10,2023-04,11.746315648085963,2978.0
2019-11,2023-04,,
2019-12,2023-04,,
2020-01,2023-04,,
2020-02,2023-04,6.33665350757782,881.52
2020-03,2023-04,5.9845954305098275,2004.6000000000001
2020-04,2023-04,6.332608695652174,598.0
2020-05,2023-04,6.5,400.0
2020-06,2023-04,6.9,120.0
2020-07,2023-04,6.114285714285714,140.0
2020-08,2023-04,4.167871841155234,1108.0
2020-09,2023-04,5.377777777777778,90.0
2020-10,2023-04,5.05,120.0
2020-11,2023-04,6.5237663645518635,337.62
2020-12,2023-04,6.533152748117343,88.97
2021-01,2023-04,6.822727272727272,275.0
2021-02,2023-04,7.25,100.0
2021-03,2023-04,7.767782849446274,801.8399999999999
2021-04,2023-04,8.11553504682243,856.0
2021-05,2023-04,,
2021-06,2023-04,6.7,100.0
2021-07,2023-04,7.240442711422132,843.1
2021-08,2023-04,7.931867576446802,553.98
2021-09,2023-04,7.059749497319035,2387.2
2021-10,2023-04,6.968896767746648,1040.7599999999998
2021-11,2023-04,7.2705714285714285,350.0
2021-12,2023-04,5.892857142857143,70.0
2022-01,2023-04,7.702893628583071,294.44
2022-02,2023-04,6.869679775647296,306.66
2022-03,2023-04,6.597368421052631,475.0
2022-04,2023-04,7.483333333333333,300.0
2022-05,2023-04,7.0852941176470585,1020.0
2022-06,2023-04,6.6505403367680325,318.32
2022-07,2023-04,9.592793622934035,683.7
2022-08,2023-04,8.48197651663405,511.0
2022-09,2023-04,7.770307975178121,348.0799999999999
2022-10,2023-04,5.190587293529617,1331.6680000000001
2022-11,2023-04,5.982905982905983,9.36
2022-12,2023-04,6.84899876341298,1002.76
2023-01,2023-04,4.944327731092437,476.0
2023-02,2023-04,5.362123950249814,282.21
2023-03,2023-04,7.100154682274248,1196.0
2023-04,2023-04,8.063708554207285,1332.736
2023-05,2023-04,6.75,45.38
2023-06,2023-04,,
2023-07,2023-04,,
2023-08,2023-04,,
2023-09,2023-04,,
2023-10,2023-04,,
2023-11,2023-04,,
2023-12,2023-04,,
2024-01,2023-04,,
2024-02,2023-04,,
2024-03,2023-04,,
2024-04,2023-04,,
2024-05,2023-04,,
2024-06,2023-04,,
2024-07,2023-04,,
2024-08,2023-04,,
2024-09,2023-04,,
2024-10,2023-04,,
2024-11,2023-04,,
2024-12,2023-04,,
2013-01,2023-05,,
2013-02,2023-05,,
2013-03,2023-05,,
2013-04,2023-05,,
2013-05,2023-05,,
2013-06,2023-05,,
2013-07,2023-05,,
2013-08,2023-05,,
2013-09,2023-05,,
2013-10,2023-05,,
2013-11,2023-05,,
2013-12,2023-05,,
2014-01,2023-05,,
2014-02,2023-05,,
2014-03,2023-05,,
2014-04,2023-05,,
2014-05,2023-05,,
2014-06,2023-05,,
2014-07,2023-05,,
2014-08,2023-05,,
2014-09,2023-05,,
2014-10,2023-05,3.3333333,96.0
2014-11,2023-05,,
2014-12,2023-05,,
2015-01,2023-05,,
2015-02,2023-05,,
2015-03,2023-05,,
2015-04,2023-05,,
2015-05,2023-05,,
2015-06,2023-05,12.582274,1055.0
2015-07,2023-05,,
2015-08,2023-05,,
2015-09,2023-05,,
2015-10,2023-05,,
2015-11,2023-05,,
2015-12,2023-05,,
2016-01,2023-05,,
2016-02,2023-05,,
2016-03,2023-05,,
2016-04,2023-05,,
2016-05,2023-05,,
2016-06,2023-05,,
2016-07,2023-05,,
2016-08,2023-05,,
2016-09,2023-05,13.229999999999999,30.0
2016-10,2023-05,,
2016-11,2023-05,,
2016-12,2023-05,,
2017-01,2023-05,,
2017-02,2023-05,,
2017-03,2023-05,,
2017-04,2023-05,,
2017-05,2023-05,,
2017-06,2023-05,,
2017-07,2023-05,,
2017-08,2023-05,,
2017-09,2023-05,,
2017-10,2023-05,,
2017-11,2023-05,6.68,100.0
2017-12,2023-05,,
2018-01,2023-05,,
2018-02,2023-05,,
2018-03,2023-05,3.25,660.0
2018-04,2023-05,6.0,150.0
2018-05,2023-05,3.25,50.0
2018-06,2023-05,,
2018-07,2023-05,,
2018-08,2023-05,,
2018-09,2023-05,,
2018-10,2023-05,,
2018-11,2023-05,,
2018-12,2023-05,,
2019-01,2023-05,,
2019-02,2023-05,,
2019-03,2023-05,,
2019-04,2023-05,10.21,20.0
2019-05,2023-05,3.84,1950.0
2019-06,2023-05,,
2019-07,2023-05,,
2019-08,2023-05,6.0,500.0
2019-09,2023-05,,
2019-10,2023-05,14.809107142857142,1680.0
2019-11,2023-05,,
2019-12,2023-05,,
2020-01,2023-05,,
2020-02,2023-05,6.3380801126939765,880.26
2020-03,2023-05,5.893334572260421,3228.6000000000004
2020-04,2023-05,6.332608695652174,598.0
2020-05,2023-05,6.5,400.0
2020-06,2023-05,6.9,120.0
2020-07,2023-05,6.114285714285714,140.0
2020-08,2023-05,7.249533885909313,1025.5
2020-09,2023-05,5.377777777777778,90.0
2020-10,2023-05,5.05,120.0
2020-11,2023-05,6.522335025380711,334.9
2020-12,2023-05,6.5512963487121425,88.325
2021-01,2023-05,6.822727272727272,275.0
2021-02,2023-05,7.25,100.0
2021-03,2023-05,7.880919823339561,706.44
2021-04,2023-05,8.11553504682243,856.0
2021-05,2023-05,5.65,100.6
2021-06,2023-05,6.7,100.0
2021-07,2023-05,7.316114339935951,843.1
2021-08,2023-05,7.931867576446802,553.98
2021-09,2023-05,6.879816791344539,2875.4099999999994
2021-10,2023-05,6.968896767746648,1040.7599999999998
2021-11,2023-05,7.2705714285714285,350.0
2021-12,2023-05,5.892857142857143,70.0
2022-01,2023-05,10.089339504812282,544.44
2022-02,2023-05,6.869679775647296,306.66
2022-03,2023-05,6.597368421052631,475.0
2022-04,2023-05,7.483333333333333,300.0
2022-05,2023-05,7.085296078431373,1020.0
2022-06,2023-05,6.601026925830075,363.22
2022-07,2023-05,9.403175088984108,882.1800000000001
2022-08,2023-05,8.623827160493827,405.0
2022-09,2023-05,8.347086124900198,288.07
2022-10,2023-05,6.148273302941929,1492.9660000000001
2022-11,2023-05,6.68503937007874,12.700000000000001
